Al,As,B,Ba,C,Cd,Cu,Fe,Ga,Ge,In,La,Ni,P,Pb,S,Sb,Se,Si,Sn,Te,Ti,Tl,Zn,Zr,Hardness_misc
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07,0.0,8.01,0.0,0.0,1.274
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,13.26,63.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.676
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32,0.0,0.0,0.0,0.0,0.0,0.0,3.3,73.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.539
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32,0.0,0.0,0.0,0.0,0.0,0.0,13.31,63.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.676
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3,0.0,0.0,0.0,0.0,0.0,0.5802
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.726666666666667,0.0,0.0,0.0,0.0,20.34,0.0,0.0,23.733333333333334,0.0,0.0,32.2,0.0,0.0,0.0,0.0,1.1662
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,63.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9506
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.87,0.0,0.0,0.0,0.0,0.0,74.62999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.91,0.0,0.0,0.0,0.0,0.0,74.73999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.94,0.0,0.0,0.0,0.0,0.0,74.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.96,0.0,0.0,0.0,0.0,0.0,74.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5545
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.882
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.116
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.003333333333334,0.0,0.0,0.0,0.0,15.62,0.0,0.0,37.50666666666667,0.0,0.0,21.87,0.0,0.0,0.0,0.0,1.1172
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,3.6,63.56666666666666,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.9996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,5.0,64.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,66.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.094
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.58,0.0,0.0,0.0,0.0,18.99,0.0,0.0,17.72,0.0,0.0,36.71,0.0,0.0,0.0,0.0,1.1858
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,6.69,66.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.784
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,16.68,56.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.823
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,64.4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.911
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,56.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.813
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.921
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.66666666666666,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.333333333333332,0.0,0.0,0.0,0.0,0.0,65.66666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.882
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2,0.0,0.0,0.0,0.0,0.0,2.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8384999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.842
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.508
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.249999999999996,0.0,0.0,0.0,0.0,8.4,0.0,0.0,45.379999999999995,0.0,0.0,15.97,0.0,0.0,0.0,0.0,0.9506
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,51.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.539
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.6,0.0,0.0,0.0,0.0,0.0,1.841
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.078
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6494999999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.96,0.0,0.0,0.0,0.0,7.55,0.0,0.0,33.96,0.0,0.0,24.53,0.0,0.0,0.0,0.0,1.0486
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,13.0,0.0,0.0,0.0,0.0,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.578
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.753
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.136
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.52000000000001,0.0,0.0,0.0,0.0,0.0,64.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.519
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,10.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0,0.0,0.0,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.986666666666665,0.0,0.0,0.0,0.0,6.85,0.0,0.0,24.653333333333332,0.0,0.0,31.51,0.0,0.0,0.0,0.0,1.1074
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,7.0,0.0,0.0,0.0,0.0,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,2.125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,0.0,0.0,0.0,0.0,0.0,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,2.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9,7.0,0.0,0.0,0.0,0.0,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.55,0.0,0.0,0.0,0.0,0.0,57.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7,5.0,0.0,0.0,0.0,0.0,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.196
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.01,0.0,0.0,0.0,0.0,0.0,56.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.735
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.793
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1119999999999999,13.89,22.22,0.0,0.0,0.0,0.0,0.0,0.0,62.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9012
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.248,16.669999999999998,18.75,0.0,0.0,0.0,0.0,0.0,0.0,63.331999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.428,14.286666666666667,21.43,0.0,0.0,0.0,0.0,0.0,0.0,62.85533333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.668,20.830000000000002,0.0,0.0,0.0,0.0,16.67,0.0,0.0,60.83200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.668,25.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,65.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9208
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8199999999999998,9.09,27.27,0.0,0.0,0.0,0.0,0.0,0.0,61.81999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.904,28.573333333333334,0.0,0.0,0.0,0.0,4.76,0.0,0.0,64.76266666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0188
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.833333333333334,25.0,0.0,0.0,0.0,0.0,0.0,0.0,62.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.856,19.046666666666667,14.29,0.0,0.0,0.0,0.0,0.0,0.0,63.80733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.332,19.44333333333333,0.0,0.0,0.0,0.0,16.67,0.0,0.0,60.55466666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6360000000000006,24.243333333333336,0.0,0.0,0.0,0.0,9.090000000000002,0.0,0.0,63.030666666666676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,29.833333333333332,0.0,0.0,0.0,0.0,0.0,65.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,16.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2456
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.223333333333333,8.33,0.0,0.0,0.0,0.0,0.0,0.0,64.44666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7268
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.75,0.0,0.0,0.0,0.0,0.0,71.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6515
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98623
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.912
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9786
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.715999999999999,16.663333333333334,14.29,0.0,0.0,0.0,0.0,0.0,0.0,63.330666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.715999999999999,19.043333333333333,0.0,0.0,0.0,0.0,14.29,0.0,0.0,60.95066666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.333333333333332,0.0,0.0,0.0,0.0,0.0,65.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.09999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.668000000000001,16.663333333333334,0.0,0.0,0.0,0.0,16.67,0.0,0.0,59.99866666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,23.53,0.0,0.0,0.0,0.0,5.88,0.0,0.0,63.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0188
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.144,15.473333333333334,14.29,0.0,0.0,0.0,0.0,0.0,0.0,63.092666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0874
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.272,21.213333333333335,0.0,0.0,0.0,0.0,9.090000000000002,0.0,0.0,62.424666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0776
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92,26.433333333333326,0.0,0.0,0.0,0.0,0.0,65.28666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959999999999999,26.5,0.0,0.0,0.0,0.0,0.0,65.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959999999999999,26.599999999999994,0.0,0.0,0.0,0.0,0.0,65.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8914
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,65.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.331999999999999,19.44666666666667,8.33,0.0,0.0,0.0,0.0,0.0,0.0,63.891333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8522
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9012
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,24.86666666666666,0.0,0.0,0.0,0.0,0.0,64.97333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84
