As,B,Ga,Ge,Na,P,Pb,S,Sb,Se,Te,Tl,TEC
0.0,0.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,48.0,0.0,0.0,131.0
0.0,0.0,0.0,40.0,0.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,127.0
0.0,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,126.0
0.0,0.0,0.0,40.0,0.0,0.0,0.0,36.0,0.0,24.0,0.0,0.0,132.0
0.0,0.0,0.0,40.0,0.0,0.0,0.0,48.0,0.0,12.0,0.0,0.0,128.0
0.0,0.0,0.0,40.3,0.0,0.0,0.0,0.0,0.0,59.7,0.0,0.0,128.0
0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,59.6,0.0,0.0,131.0
0.0,0.0,0.0,40.65,0.0,0.0,0.0,0.0,0.0,59.35,0.0,0.0,132.0
0.0,0.0,0.0,41.66666666666667,0.0,0.0,0.0,0.0,0.0,58.333333333333336,0.0,0.0,137.5
0.0,0.0,0.0,41.66666666666667,0.0,0.0,0.0,58.333333333333336,0.0,0.0,0.0,0.0,101.33333333333333
0.0,0.0,0.0,41.67,0.0,0.0,0.0,0.0,0.0,58.33,0.0,0.0,123.0
0.0,0.0,0.0,41.8,0.0,0.0,0.0,0.0,0.0,58.2,0.0,0.0,123.0
0.0,0.0,0.0,42.55,0.0,0.0,0.0,57.45,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,43.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,43.01,0.0,0.0,0.0,56.99,0.0,0.0,0.0,0.0,100.0
0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,0.0,56.66666666666667,0.0,0.0,118.0
0.0,0.0,0.0,43.666666666666664,0.0,0.0,0.0,56.33333333333333,0.0,0.0,0.0,0.0,101.0
0.0,0.0,0.0,43.75,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0,102.0
0.0,0.0,0.0,44.44,0.0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,90.0
0.0,0.0,0.0,44.45,0.0,0.0,0.0,55.55,0.0,0.0,0.0,0.0,101.0
0.0,0.0,0.0,44.583333333333336,0.0,0.0,0.0,55.41666666666667,0.0,0.0,0.0,0.0,101.0
0.0,0.0,0.0,44.791666666666664,0.0,0.0,0.0,55.20833333333333,0.0,0.0,0.0,0.0,99.0
0.0,0.0,0.0,45.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,113.15000155
0.0,0.0,0.0,52.63,0.0,0.0,0.0,0.0,0.0,47.37,0.0,0.0,360.0
0.0,0.0,0.0,66.67,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,117.59999850000001
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
0.0,0.0,1.0,27.5,0.0,0.0,0.0,65.5,6.0,0.0,0.0,0.0,146.0
0.0,0.0,2.0,16.666666666666668,0.0,0.0,0.0,63.333333333333336,18.0,0.0,0.0,0.0,180.0
0.0,0.0,2.0,18.333333333333332,0.0,0.0,0.0,63.666666666666664,16.0,0.0,0.0,0.0,161.0
0.0,0.0,2.0,20.0,0.0,0.0,0.0,64.0,14.0,0.0,0.0,0.0,165.0
0.0,0.0,2.0,21.666666666666668,0.0,0.0,0.0,64.33333333333334,12.0,0.0,0.0,0.0,161.0
0.0,0.0,2.0,23.333333333333332,0.0,0.0,0.0,64.66666666666666,10.0,0.0,0.0,0.0,158.0
0.0,0.0,2.0,25.0,0.0,0.0,0.0,65.0,8.0,0.0,0.0,0.0,154.0
0.0,0.0,2.0,26.666666666666668,0.0,0.0,0.0,65.33333333333334,6.0,0.0,0.0,0.0,140.0
0.0,0.0,2.0,28.333333333333332,0.0,0.0,0.0,65.66666666666666,4.0,0.0,0.0,0.0,135.0
0.0,0.0,2.0,30.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,124.0
0.0,0.0,2.2239999999999998,29.62666666666666,0.0,0.0,0.0,65.92533333333333,2.2239999999999998,0.0,0.0,0.0,124.0
0.0,0.0,2.352,27.453333333333333,0.0,0.0,0.0,65.49066666666667,4.704,0.0,0.0,0.0,135.0
0.0,0.0,2.5,25.0,0.0,0.0,0.0,65.0,7.5,0.0,0.0,0.0,140.0
0.0,0.0,2.6,24.0,0.0,0.0,0.0,63.0,10.4,0.0,0.0,0.0,148.0
0.0,0.0,2.668,22.22,0.0,0.0,0.0,64.444,10.668000000000001,0.0,0.0,0.0,154.0
0.0,0.0,2.856,19.05,0.0,0.0,0.0,63.81,14.284,0.0,0.0,0.0,158.0
0.0,0.0,3.0,22.0,0.0,0.0,0.0,65.0,10.0,0.0,0.0,0.0,148.0
0.0,0.0,3.0,25.833333333333332,0.0,0.0,0.0,65.16666666666666,6.0,0.0,0.0,0.0,140.0
0.0,0.0,3.0,30.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,104.40000075
0.0,0.0,3.076,15.383333333333333,0.0,0.0,0.0,63.07666666666666,18.464,0.0,0.0,0.0,161.0
0.0,0.0,3.332,11.11,0.0,0.0,0.0,62.22200000000001,23.336000000000002,0.0,0.0,0.0,165.0
0.0,0.0,3.4066666666666667,17.97,0.0,0.0,0.0,0.0,14.347999999999999,64.27533333333334,0.0,0.0,126.0
0.0,0.0,3.4066666666666667,17.97,0.0,0.0,0.0,64.27533333333334,14.347999999999999,0.0,0.0,0.0,132.0
0.0,0.0,3.6360000000000006,6.06,0.0,0.0,0.0,61.211999999999996,29.092000000000002,0.0,0.0,0.0,161.0
0.0,0.0,3.7,23.0,0.0,0.0,0.0,63.0,10.3,0.0,0.0,0.0,153.0
0.0,0.0,3.8866666666666667,20.55333333333333,0.0,0.0,0.0,0.0,10.672,64.888,0.0,0.0,124.0
0.0,0.0,3.8866666666666667,20.55333333333333,0.0,0.0,0.0,64.888,10.672,0.0,0.0,0.0,128.0
0.0,0.0,4.0,0.0,0.0,0.0,0.0,60.0,36.0,0.0,0.0,0.0,180.0
0.0,0.0,4.0,16.666666666666668,0.0,0.0,0.0,63.333333333333336,16.0,0.0,0.0,0.0,165.0
0.0,0.0,4.0,18.333333333333332,0.0,0.0,0.0,63.666666666666664,14.0,0.0,0.0,0.0,162.0
0.0,0.0,4.0,20.0,0.0,0.0,0.0,64.0,12.0,0.0,0.0,0.0,162.0
0.0,0.0,4.0,21.666666666666668,0.0,0.0,0.0,64.33333333333334,10.0,0.0,0.0,0.0,146.0
0.0,0.0,4.0,23.333333333333332,0.0,0.0,0.0,64.66666666666666,8.0,0.0,0.0,0.0,144.0
0.0,0.0,4.0,25.0,0.0,0.0,0.0,65.0,6.0,0.0,0.0,0.0,138.0
0.0,0.0,4.0,26.666666666666668,0.0,0.0,0.0,65.33333333333334,4.0,0.0,0.0,0.0,130.0
0.0,0.0,4.0,28.333333333333332,0.0,0.0,0.0,65.66666666666666,2.0,0.0,0.0,0.0,126.0
0.0,0.0,4.443333333333333,23.333333333333332,0.0,0.0,0.0,0.0,6.668000000000001,65.55533333333334,0.0,0.0,121.0
0.0,0.0,4.443333333333333,23.333333333333332,0.0,0.0,0.0,65.55533333333334,6.668000000000001,0.0,0.0,0.0,115.0
0.0,0.0,4.59,21.61,0.0,0.0,0.0,63.4,10.4,0.0,0.0,0.0,158.0
0.0,0.0,4.704,27.453333333333333,0.0,0.0,0.0,65.49066666666667,2.352,0.0,0.0,0.0,126.0
0.0,0.0,4.8,20.2,0.0,0.0,0.0,64.7,10.3,0.0,0.0,0.0,168.0
0.0,0.0,4.8,21.98,0.0,0.0,0.0,62.84,10.39,0.0,0.0,0.0,151.0
0.0,0.0,4.8,23.0,0.0,0.0,0.0,62.0,10.2,0.0,0.0,0.0,131.0
0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,149.0
0.0,0.0,5.0,19.98,0.0,0.0,0.0,64.93,9.99,0.0,0.0,0.0,151.0
0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,20.0,55.0,0.0,0.0,146.0
0.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,101.09999925
0.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,157.5
0.0,0.0,5.0,25.0,0.0,0.0,0.0,65.0,5.0,0.0,0.0,0.0,130.0
0.0,0.0,5.0,25.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,170.39999695
0.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,85.5
0.0,0.0,5.0,35.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,123.69999896666667
0.0,0.0,5.06,22.78,12.66,0.0,0.0,59.49,0.0,0.0,0.0,0.0,156.0
0.0,0.0,5.1,21.1,0.0,0.0,0.0,63.9,9.9,0.0,0.0,0.0,151.0
0.0,0.0,5.332,22.223333333333333,0.0,0.0,0.0,64.44466666666666,8.0,0.0,0.0,0.0,138.0
0.0,0.0,5.333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,121.0
0.0,0.0,5.333333333333333,28.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,109.0
0.0,0.0,5.51,26.33,0.0,0.0,0.0,68.17,0.0,0.0,0.0,0.0,162.0
0.0,0.0,5.5566666666666675,22.22,0.0,0.0,0.0,0.0,6.668000000000001,65.55533333333334,0.0,0.0,122.0
0.0,0.0,5.5566666666666675,22.22,0.0,0.0,0.0,65.55533333333334,6.668000000000001,0.0,0.0,0.0,116.0
0.0,0.0,5.71,21.02,0.0,0.0,0.0,62.96,10.31,0.0,0.0,0.0,145.0
0.0,0.0,5.715999999999999,19.046666666666667,0.0,0.0,0.0,63.809333333333335,11.428,0.0,0.0,0.0,144.0
0.0,0.0,6.0,16.666666666666668,0.0,0.0,0.0,63.333333333333336,14.0,0.0,0.0,0.0,142.0
0.0,0.0,6.0,18.333333333333332,0.0,0.0,0.0,63.666666666666664,12.0,0.0,0.0,0.0,150.0
0.0,0.0,6.0,20.0,0.0,0.0,0.0,64.0,10.0,0.0,0.0,0.0,143.0
0.0,0.0,6.0,21.666666666666668,0.0,0.0,0.0,64.33333333333334,8.0,0.0,0.0,0.0,142.0
0.0,0.0,6.0,23.333333333333332,0.0,0.0,0.0,64.66666666666666,6.0,0.0,0.0,0.0,130.0
0.0,0.0,6.0,25.0,0.0,0.0,0.0,65.0,4.0,0.0,0.0,0.0,119.0
0.0,0.0,6.0,26.666666666666668,0.0,0.0,0.0,65.33333333333334,2.0,0.0,0.0,0.0,113.0
0.0,0.0,6.0,28.333333333333332,0.0,0.0,0.0,65.66666666666666,0.0,0.0,0.0,0.0,100.0
0.0,0.0,6.152,15.386666666666665,0.0,0.0,0.0,63.07733333333333,15.384,0.0,0.0,0.0,146.0
0.0,0.0,6.25,28.12,0.0,0.0,0.0,65.62,0.0,0.0,0.0,0.0,75.79999999999998
0.0,0.0,6.668000000000001,11.11,0.0,0.0,0.0,62.222,20.0,0.0,0.0,0.0,162.0
0.0,0.0,7.0,21.666666666666668,0.0,0.0,8.75,62.583333333333336,0.0,0.0,0.0,0.0,128.0
0.0,0.0,7.0,25.0,0.0,0.0,3.75,64.25,0.0,0.0,0.0,0.0,116.0
0.0,0.0,7.272,6.06,0.0,0.0,0.0,61.212,25.456,0.0,0.0,0.0,162.0
0.0,0.0,7.5,25.0,0.0,0.0,0.0,65.0,2.5,0.0,0.0,0.0,113.0
0.0,0.0,7.5,25.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,0.0,147.9
0.0,0.0,8.0,22.223333333333333,0.0,0.0,0.0,64.44466666666666,5.332,0.0,0.0,0.0,119.0
0.0,0.0,8.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,65.33333333333334,0.0,0.0,133.0
0.0,0.0,8.0,26.666666666666668,0.0,0.0,0.0,65.33333333333334,0.0,0.0,0.0,0.0,102.0
0.0,0.0,8.0,32.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,104.6
0.0,0.0,8.49,14.92,0.0,0.0,0.0,0.0,11.912,64.678,0.0,0.0,126.0
0.0,0.0,8.49,14.92,0.0,0.0,0.0,64.678,11.912,0.0,0.0,0.0,132.0
0.0,0.0,8.572,19.046666666666667,0.0,0.0,0.0,63.80933333333333,8.572,0.0,0.0,0.0,130.0
0.0,0.0,8.703333333333333,19.426666666666666,0.0,0.0,0.0,0.0,6.244,65.626,0.0,0.0,123.0
0.0,0.0,8.703333333333333,19.426666666666666,0.0,0.0,0.0,65.626,6.244,0.0,0.0,0.0,118.0
0.0,0.0,9.0,21.666666666666668,0.0,0.0,6.25,63.083333333333336,0.0,0.0,0.0,0.0,123.0
0.0,0.0,9.0,23.333333333333332,0.0,0.0,3.75,63.916666666666664,0.0,0.0,0.0,0.0,110.0
0.0,0.0,9.232,15.383333333333333,0.0,0.0,0.0,63.07666666666667,12.308,0.0,0.0,0.0,142.0
0.0,0.0,9.46,16.666666666666668,0.0,0.0,0.0,0.0,8.652,65.22133333333333,0.0,0.0,124.0
0.0,0.0,9.46,16.666666666666668,0.0,0.0,0.0,65.22133333333333,8.652,0.0,0.0,0.0,128.0
0.0,0.0,10.0,11.11,0.0,0.0,0.0,62.222,16.668,0.0,0.0,0.0,143.0
0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,137.5
0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,112.5
0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,92.0
0.0,0.0,10.0,30.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,104.40000049999999
0.0,0.0,10.52,18.423333333333336,0.0,0.0,0.0,0.0,5.264,65.79266666666668,0.0,0.0,121.0
0.0,0.0,10.52,18.423333333333336,0.0,0.0,0.0,65.79266666666668,5.264,0.0,0.0,0.0,115.0
0.0,0.0,10.908,6.06,0.0,0.0,0.0,61.211999999999996,21.82,0.0,0.0,0.0,150.0
0.0,0.0,11.76,23.53,0.0,0.0,0.0,64.71,0.0,0.0,0.0,0.0,71.0
0.0,0.0,12.0,0.0,0.0,0.0,0.0,60.0,28.0,0.0,0.0,0.0,142.0
0.0,0.0,12.0,23.333333333333332,0.0,0.0,0.0,0.0,0.0,64.66666666666666,0.0,0.0,124.0
0.0,0.0,12.0,30.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,114.7
0.0,0.0,12.12,21.213333333333335,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,121.0
0.0,0.0,12.12,21.213333333333335,0.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,109.0
0.0,0.0,12.5,16.666666666666668,0.0,0.0,0.0,0.0,5.0,65.83333333333334,0.0,0.0,122.0
0.0,0.0,12.5,16.666666666666668,0.0,0.0,0.0,65.83333333333334,5.0,0.0,0.0,0.0,116.0
0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,214.0
0.0,0.0,16.67,19.44,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,75.7
0.0,0.0,17.15,12.763333333333334,0.0,0.0,0.0,0.0,4.1,65.98666666666668,0.0,0.0,123.0
0.0,0.0,17.15,12.763333333333334,0.0,0.0,0.0,65.98666666666668,4.1,0.0,0.0,0.0,118.0
0.0,0.0,18.75,17.71,0.0,0.0,0.0,63.55,0.0,0.0,0.0,0.0,100.0
0.0,0.0,20.58,12.74,0.0,0.0,5.145,61.495000000000005,0.0,0.0,0.0,0.0,128.0
0.0,0.0,20.58,14.700000000000001,0.0,0.0,2.205,62.475,0.0,0.0,0.0,0.0,116.0
0.0,0.0,21.05,15.79,0.0,0.0,0.0,63.16,0.0,0.0,0.0,0.0,82.2
0.0,0.0,23.68,11.4,0.0,0.0,3.29,61.61000000000001,0.0,0.0,0.0,0.0,123.0
0.0,0.0,23.68,12.276666666666666,0.0,0.0,1.975,62.04833333333334,0.0,0.0,0.0,0.0,110.0
0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,150.0
0.0,0.0,26.4,0.0,22.666666666666668,0.0,0.0,50.93333333333334,0.0,0.0,0.0,0.0,145.0
0.0,0.0,30.0,0.0,16.666666666666668,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,310.2
0.0,0.0,48.28,3.45,0.0,0.0,0.0,48.28,0.0,0.0,0.0,0.0,170.4
0.0,11.76,0.0,0.0,47.06,0.0,0.0,41.18,0.0,0.0,0.0,0.0,105.0
0.0,14.29,0.0,0.0,42.86,0.0,0.0,42.86,0.0,0.0,0.0,0.0,103.0
0.0,16.67,0.0,0.0,38.89,0.0,0.0,44.44,0.0,0.0,0.0,0.0,87.0
0.0,18.92,0.0,0.0,35.14,0.0,0.0,45.95,0.0,0.0,0.0,0.0,142.0
0.0,21.05,0.0,0.0,31.58,0.0,0.0,47.37,0.0,0.0,0.0,0.0,135.0
0.0,23.08,0.0,0.0,28.21,0.0,0.0,48.72,0.0,0.0,0.0,0.0,131.0
0.0,30.88,0.0,0.0,15.21,0.0,0.0,53.92,0.0,0.0,0.0,0.0,121.0
0.0,31.82,0.0,0.0,13.64,0.0,0.0,54.55,0.0,0.0,0.0,0.0,104.3
0.0,33.33,0.0,0.0,11.11,0.0,0.0,55.56,0.0,0.0,0.0,0.0,96.6
0.0,34.78,0.0,0.0,8.699999999999998,0.0,0.0,56.52,0.0,0.0,0.0,0.0,84.0
0.0,36.17,0.0,0.0,6.38,0.0,0.0,57.45,0.0,0.0,0.0,0.0,77.5
0.0,37.5,0.0,0.0,4.17,0.0,0.0,58.33,0.0,0.0,0.0,0.0,73.0
0.0,40.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,63.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,507.0
0.6839999999999999,0.0,15.75,19.62666666666667,0.0,0.0,0.0,63.89933333333334,0.0,0.0,0.0,0.0,105.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,469.0
1.0,0.0,0.0,29.753333333333334,0.0,2.3542857142857145,0.0,66.89238095238096,0.0,0.0,0.0,0.0,172.0
1.0,0.0,4.6,28.666666666666668,0.0,0.0,0.0,65.73333333333333,0.0,0.0,0.0,0.0,105.0
1.472,0.0,13.23,21.07,0.0,0.0,0.0,64.19800000000001,0.0,0.0,0.0,0.0,125.0
1.6800000000000002,0.0,0.0,27.766666666666666,0.0,3.5714285714285716,0.0,66.98190476190476,0.0,0.0,0.0,0.0,172.0
1.848,0.0,10.19,23.293333333333333,0.0,0.0,0.0,64.63866666666667,0.0,0.0,0.0,0.0,134.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,313.3333435
2.0,0.0,3.6,28.666666666666668,0.0,0.0,0.0,65.73333333333333,0.0,0.0,0.0,0.0,125.0
2.008,0.0,0.0,29.829999999999995,0.0,1.5685714285714287,0.0,66.59342857142856,0.0,0.0,0.0,0.0,163.0
2.32,0.0,2.56,29.266666666666666,0.0,0.0,0.0,65.85333333333332,0.0,0.0,0.0,0.0,134.0
2.4,0.0,0.0,31.333333333333332,0.0,0.0,0.0,0.0,0.0,66.26666666666667,0.0,0.0,145.60000305
2.992,0.0,0.0,29.913333333333327,0.0,0.7942857142857143,0.0,66.30038095238093,0.0,0.0,0.0,0.0,156.0
3.0,0.0,0.0,37.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,111.5
3.3600000000000003,0.0,0.0,27.766666666666666,0.0,2.3714285714285714,0.0,66.50190476190475,0.0,0.0,0.0,0.0,163.0
3.6360000000000006,0.0,4.54,26.503333333333334,0.0,0.0,0.0,65.28066666666666,0.0,0.0,0.0,0.0,146.0
3.7,0.0,0.0,18.81,0.0,3.7,0.0,73.79,0.0,0.0,0.0,0.0,269.0
3.75,0.0,0.0,18.75,0.0,3.75,0.0,73.75,0.0,0.0,0.0,0.0,269.0
3.896,0.0,6.89,24.329999999999995,0.0,0.0,0.0,64.84399999999998,0.0,0.0,0.0,0.0,151.0
4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,278.0
4.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,148.5
4.0,0.0,0.0,30.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,100.0
4.0,0.0,0.0,36.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,119.0
4.0,0.0,1.0,29.166666666666668,0.0,0.0,0.0,65.83333333333334,0.0,0.0,0.0,0.0,146.0
4.164,0.0,8.33,22.906666666666666,0.0,0.0,0.0,64.54933333333334,0.0,0.0,0.0,0.0,120.0
4.17,0.0,0.0,20.83,0.0,4.17,0.0,70.83,0.0,0.0,0.0,0.0,212.0
4.2,0.0,0.0,20.79,0.0,4.2,0.0,70.81,0.0,0.0,0.0,0.0,212.0
4.268,0.0,0.0,28.803333333333327,0.0,0.8342857142857143,0.0,66.09438095238094,0.0,0.0,0.0,0.0,165.0
4.5200000000000005,0.0,1.6,28.233333333333334,0.0,0.0,0.0,65.64666666666668,0.0,0.0,0.0,0.0,151.0
4.576,0.0,0.0,27.41,0.0,1.8085714285714285,0.0,66.20542857142857,0.0,0.0,0.0,0.0,188.0
4.76,0.0,0.0,23.81,0.0,4.76,0.0,66.67,0.0,0.0,0.0,0.0,163.0
4.8,0.0,0.0,23.78,0.0,4.8,0.0,66.62,0.0,0.0,0.0,0.0,163.0
4.88,0.0,0.0,24.39,0.0,4.88,0.0,65.85,0.0,0.0,0.0,0.0,159.0
4.9,0.0,0.0,24.39,0.0,4.9,0.0,65.81,0.0,0.0,0.0,0.0,159.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,35.0,0.0,409.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,15.0,0.0,448.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,375.0
5.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,15.0,67.5,0.0,0.0,205.0
5.0,0.0,0.0,21.875,0.0,0.0,0.0,0.0,0.0,73.125,0.0,0.0,139.3
5.0,0.0,0.0,25.0,0.0,5.0,0.0,65.0,0.0,0.0,0.0,0.0,164.0
5.0,0.0,0.0,27.766666666666666,0.0,1.2,0.0,66.03333333333333,0.0,0.0,0.0,0.0,156.0
5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,140.65000155
5.0,0.0,2.0,27.5,0.0,0.0,0.0,65.5,0.0,0.0,0.0,0.0,120.0
5.11,0.0,0.0,25.63,0.0,5.11,0.0,64.15,0.0,0.0,0.0,0.0,176.0
5.13,0.0,0.0,25.64,0.0,5.13,0.0,64.1,0.0,0.0,0.0,0.0,176.0
5.19,0.0,0.0,25.97,0.0,5.19,0.0,63.65,0.0,0.0,0.0,0.0,182.0
5.2,0.0,0.0,22.333333333333332,0.0,5.714285714285714,0.0,66.75238095238095,0.0,0.0,0.0,0.0,199.0
5.2,0.0,0.0,25.99,0.0,5.2,0.0,63.61,0.0,0.0,0.0,0.0,182.0
5.21,0.0,0.0,26.13,0.0,5.21,0.0,63.45,0.0,0.0,0.0,0.0,171.0
5.23,0.0,0.0,26.14,0.0,5.23,0.0,63.4,0.0,0.0,0.0,0.0,171.0
5.26,0.0,0.0,26.31,0.0,5.26,0.0,63.17,0.0,0.0,0.0,0.0,175.0
5.3,0.0,0.0,26.28,0.0,5.3,0.0,63.12,0.0,0.0,0.0,0.0,175.0
5.3,0.0,0.0,26.49,0.0,5.3,0.0,62.91,0.0,0.0,0.0,0.0,173.0
5.3,0.0,0.0,26.5,0.0,5.3,0.0,62.91,0.0,0.0,0.0,0.0,173.0
5.32,0.0,0.0,22.233333333333334,0.0,5.714285714285714,0.0,66.73238095238096,0.0,0.0,0.0,0.0,209.0
5.8,0.0,0.0,29.21,0.0,5.8,0.0,59.19,0.0,0.0,0.0,0.0,145.0
5.83,0.0,0.0,29.16,0.0,5.83,0.0,59.18,0.0,0.0,0.0,0.0,145.0
5.832,0.0,8.33,21.52,0.0,0.0,0.0,64.278,0.0,0.0,0.0,0.0,132.0
6.12,0.0,1.55,26.92333333333333,0.0,0.0,0.0,65.34666666666666,0.0,0.0,0.0,0.0,160.0
6.25,0.0,0.0,31.25,0.0,6.25,0.0,56.25,0.0,0.0,0.0,0.0,125.0
6.29,0.0,0.0,31.25,0.0,6.29,0.0,56.17,0.0,0.0,0.0,0.0,125.0
6.32,0.0,0.32,27.8,0.0,0.0,0.0,65.56,0.0,0.0,0.0,0.0,160.0
6.8,0.0,0.0,27.666666666666668,0.0,0.0,0.0,0.0,0.0,65.53333333333333,0.0,0.0,164.19999845
6.959999999999999,0.0,0.0,26.099999999999998,0.0,1.2285714285714284,0.0,65.71142857142857,0.0,0.0,0.0,0.0,165.0
7.0,0.0,2.0,25.833333333333332,0.0,0.0,0.0,65.16666666666666,0.0,0.0,0.0,0.0,132.0
7.279999999999999,0.0,0.0,24.233333333333334,0.0,2.6,0.0,65.88666666666667,0.0,0.0,0.0,0.0,188.0
7.6,0.0,0.0,22.233333333333334,0.0,4.085714285714286,0.0,66.08095238095238,0.0,0.0,0.0,0.0,196.0
7.6,0.0,0.0,22.333333333333332,0.0,4.0,0.0,66.06666666666666,0.0,0.0,0.0,0.0,187.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,80.0,0.0,254.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,340.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,32.0,0.0,0.0,0.0,179.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.0,0.0,0.0,385.0
8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,255.0
8.0,0.0,0.0,23.333333333333332,0.0,2.857142857142857,0.0,65.80952380952381,0.0,0.0,0.0,0.0,183.0
8.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,65.33333333333334,0.0,0.0,175.0
8.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,65.33333333333334,0.0,0.0,0.0,0.0,125.0
8.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,65.33,0.0,0.0,164.1009979
8.33,0.0,0.0,20.83,0.0,0.0,0.0,70.83,0.0,0.0,0.0,0.0,199.6000061
8.33,0.0,0.0,20.83,0.0,0.0,0.0,70.84,0.0,0.0,0.0,0.0,199.6
8.6,0.0,0.0,0.0,0.0,0.0,0.0,91.4,0.0,0.0,0.0,0.0,724.0
8.699999999999998,0.0,0.0,21.74,0.0,0.0,0.0,69.56,0.0,0.0,0.0,0.0,185.3
8.7,0.0,0.0,21.74,0.0,0.0,0.0,69.57,0.0,0.0,0.0,0.0,185.3000031
8.9,0.0,0.0,0.0,0.0,0.0,0.0,61.2,0.0,0.0,29.9,0.0,482.5
9.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,30.0,0.0,479.0
9.09,0.0,0.0,22.73,0.0,0.0,0.0,68.18,0.0,0.0,0.0,0.0,176.1999969
9.090000000000002,0.0,0.0,22.73,0.0,0.0,0.0,68.18,0.0,0.0,0.0,0.0,176.2
