As,B,Ga,Gd,Ge,La,Nb,P,S,Sb,Se,Si,Te,Ti,Y,Zn,Zr,Littleton
5.11,0.0,0.0,0.0,25.63,0.0,0.0,5.11,64.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0
5.2,0.0,0.0,0.0,25.99,0.0,0.0,5.2,63.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0
5.21,0.0,0.0,0.0,26.13,0.0,0.0,5.21,63.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0
5.3,0.0,0.0,0.0,26.28,0.0,0.0,5.3,63.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0
5.3,0.0,0.0,0.0,26.5,0.0,0.0,5.3,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0
5.32,0.0,0.0,0.0,22.233333333333334,0.0,0.0,5.714285714285714,66.73238095238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0
5.8,0.0,0.0,0.0,29.21,0.0,0.0,5.8,59.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0
6.29,0.0,0.0,0.0,31.25,0.0,0.0,6.29,56.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0
7.6,0.0,0.0,0.0,22.233333333333334,0.0,0.0,4.085714285714286,66.08095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
8.0,0.0,0.0,0.0,23.333333333333332,0.0,0.0,2.857142857142857,65.80952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0
8.33,0.0,0.0,0.0,20.83,0.0,0.0,0.0,70.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0
8.699999999999998,0.0,0.0,0.0,21.74,0.0,0.0,0.0,69.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0
9.090000000000002,0.0,0.0,0.0,22.73,0.0,0.0,0.0,68.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0
9.32,0.0,0.0,0.0,22.233333333333334,0.0,0.0,2.857142857142857,65.58952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0
9.52,0.0,0.0,0.0,23.81,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0
10.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,7.142857142857143,66.19047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0
10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,60.0,0.0,0.0,0.0,0.0,503.0
10.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0
10.53,0.0,0.0,0.0,26.32,0.0,0.0,0.0,63.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0
11.11,0.0,0.0,0.0,27.78,0.0,0.0,0.0,61.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0
11.32,0.0,0.0,0.0,22.233333333333334,0.0,0.0,1.4285714285714286,65.01809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0
11.76,0.0,0.0,0.0,29.41,0.0,0.0,0.0,58.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0
11.91,0.0,0.0,0.0,32.77,0.0,0.0,0.0,0.0,0.0,54.62,0.0,0.0,0.0,0.0,0.0,0.0,613.0
11.94,0.0,0.0,0.0,32.83,0.0,0.0,0.0,0.0,0.0,54.72,0.0,0.0,0.0,0.0,0.0,0.0,613.0
11.96,0.0,0.0,0.0,32.9,0.0,0.0,0.0,0.0,0.0,54.83,0.0,0.0,0.0,0.0,0.0,0.0,616.0
12.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,5.714285714285714,65.61904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0
12.0,0.0,0.0,0.0,20.0,0.0,0.0,2.857142857142857,65.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
12.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0
12.5,0.0,0.0,0.0,31.25,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0
14.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,4.285714285714286,65.04761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0
15.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,10.714285714285714,65.95238095238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0
15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0
15.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0
16.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,2.857142857142857,64.47619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0
16.65,0.0,0.0,0.0,16.65,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,538.0
16.7,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,707.0
18.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0
18.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0
18.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,1.4285714285714286,63.904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0
18.59,0.0,0.0,0.0,46.47,0.0,0.0,0.0,34.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0
18.75,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,561.0
20.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,7.142857142857143,64.52380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0
20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,728.0
20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0
20.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
20.7,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,0.0,0.0,0.0,0.0,600.0
20.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0
21.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0
21.45,0.0,0.0,0.0,21.45,0.0,0.0,0.0,0.0,0.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,621.0
22.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0
22.2,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,558.0
22.2,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,632.0
22.5,0.0,0.0,0.0,1.25,0.0,0.0,0.0,76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
23.05,0.0,0.0,0.0,23.05,0.0,0.0,0.0,0.0,0.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0,669.0
23.3,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,748.0
24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
24.3,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.9,65.5,0.0,0.0,0.0,0.0,573.0
25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0,496.0
25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,674.0
25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,31.25,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,649.0
25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,37.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,626.0
25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,43.75,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,602.0
25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,603.0
25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,56.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,598.0
25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0
25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0
26.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,2.857142857142857,62.80952380952382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0
26.42,0.0,5.66,0.0,0.0,0.0,0.0,5.66,62.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0
27.25,0.0,0.0,0.0,27.25,0.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,738.0
27.6,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,0.0,0.0,0.0,0.0,610.0
28.0,0.0,6.0,0.0,0.0,0.0,0.0,4.285714285714286,61.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0
28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43000000000002,0.0,0.0,0.0,0.0,0.0,0.0,453.0
28.6,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,620.0
29.6,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,624.0
30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0
30.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,793.0
30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,636.0
30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0
30.7,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0,635.0
30.77,0.0,3.85,0.0,0.0,0.0,0.0,3.85,61.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,635.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,5.38,0.0,0.0,0.0,48.42,0.0,0.0,0.0,0.0,531.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,10.76,0.0,0.0,0.0,43.04,0.0,0.0,0.0,0.0,543.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,10.76,0.0,43.04,0.0,0.0,0.0,0.0,0.0,0.0,640.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,16.14,0.0,0.0,0.0,37.66,0.0,0.0,0.0,0.0,555.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,21.52,0.0,0.0,0.0,32.28,0.0,0.0,0.0,0.0,618.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,21.52,0.0,32.28,0.0,0.0,0.0,0.0,0.0,0.0,645.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,26.9,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0,656.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,26.9,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,646.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,32.28,0.0,0.0,0.0,21.52,0.0,0.0,0.0,0.0,665.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,32.28,0.0,21.52,0.0,0.0,0.0,0.0,0.0,0.0,636.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,37.66,0.0,0.0,0.0,16.14,0.0,0.0,0.0,0.0,652.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,43.04,0.0,0.0,0.0,10.76,0.0,0.0,0.0,0.0,627.0
30.8,0.0,0.0,0.0,15.4,0.0,0.0,0.0,43.04,0.0,10.76,0.0,0.0,0.0,0.0,0.0,0.0,649.0
