,y_pr,y_ac
0,1.2132211,1.146696799274676
1,0.93828076,0.9452002466440921
2,0.7150955,0.6286459610236802
3,1.0223398,1.0189303284925484
4,0.9581162,0.9471405119558935
5,0.8084212,0.7955087778386079
6,0.8239915,0.8540077769894224
7,0.8328731,0.8598285729248268
8,1.3621161,1.3620662488846405
9,1.004948,1.0178146759382627
10,0.898424,0.9025144097844595
11,0.69891316,0.7026670826689068
12,1.0658876,1.0634109107655976
13,1.3280637,1.2340087383057428
14,0.86982065,0.8675896341720328
15,1.2693297,1.2902764323479856
16,1.4639424,1.4516094930242789
17,0.96496767,0.937148145600116
18,0.6850506,0.6745332356477852
19,1.0964248,1.121618870119642
20,0.67883736,0.6987865520453038
21,0.7926623,0.892813083225452
22,0.6489228,0.6366980620676563
23,0.6435552,0.6231162048850459
24,0.9914396,1.0014679406863352
25,0.8264019,0.8443064504304151
26,1.2913948,1.3293727783807856
27,0.98501813,0.9898263488155262
28,1.2820667,1.2866869415211528
29,1.1373817,1.1101227981472181
30,0.7987644,0.7065476132925097
31,0.8679156,0.8761753081767544
32,1.1455601,1.1974347371782847
33,0.9258082,0.9354989200850847
34,0.92234576,0.9334131348748981
35,1.1006042,1.121764390018027
36,0.81027853,0.784012705866184
37,0.77398527,0.7810618857044859
38,1.08201,1.142816268651073
39,0.9676381,0.956841838514901
40,0.62594926,0.6774436336154874
41,1.034758,1.0925148904426196
42,0.7263711,0.6968462867335022
43,1.0236722,1.038041941813793
44,0.6832777,0.6561007151856711
45,1.2654622,1.2495308608001545
46,0.87086344,0.9413197160204891
47,0.64813787,0.6512500519061675
48,0.69468737,0.7180436852649335
49,1.5844574,1.564144881108765
50,1.1259112,1.102070697103242
51,0.81766856,0.7996803482589809
52,1.140975,1.2299341811509596
53,0.987558,0.9859458181919232
54,0.8824424,0.8831117566664447
55,0.6744874,0.7043163081839381
56,0.76289886,0.7026670826689068
57,1.2281417,1.3720586152404182
58,1.3945291,1.3817599417994255
59,0.63615984,0.6279668681645497
60,0.7973662,0.6852046948626934
61,0.97186995,0.9480621379789993
62,0.78276855,0.7996803482589809
63,0.8759398,0.8113219401297899
64,1.1661052,1.2051957984254906
65,0.98781097,0.956841838514901
66,0.7661022,0.7686361032701572
67,0.6407425,0.6411606707325876
68,1.2187932,1.1935542065546818
69,1.1257988,1.0228108591161513
70,0.8582908,0.852067511677621
71,1.5683265,1.5694806107162191
72,0.8135741,0.8093816748179884
73,0.89722157,0.8731193903106671
74,1.2559872,1.563853841311995
75,1.0822681,1.0381389550793831
76,0.58428705,0.5493861230365896
77,1.2658352,1.266993248606368
78,1.2640221,1.2866869415211528
79,1.059719,1.065496695975784
80,1.1270608,1.1101227981472181
81,0.7858373,0.8016206135707824
82,0.75549155,0.7432671343183528
83,0.83511686,0.8672985943752626
84,1.2691722,1.1566891656304537
85,0.70540124,0.679383898927289
86,1.3636202,1.3972820642938373
87,0.76705873,0.7783374298291647
88,1.306995,1.2731050843385425
89,0.6440521,0.7298307970341275
90,0.72084785,0.6646863891903928
91,0.78932244,0.8122920727856906
92,1.1860559,1.1371409926140539
93,0.73039466,0.7316255424475439
94,0.66030765,0.6522201845620682
95,0.65367573,0.671622837680083
96,1.0266788,1.1469878390714463
97,0.81126046,0.780277695140966
98,0.81884474,0.7761061247205929
99,1.5497245,1.5754954331828037
100,0.8297578,0.881025971456258
101,0.9729473,0.9316183894614817
102,0.8560589,0.8653583290634611
103,0.9700625,0.9663976451755233
104,0.7332293,0.7531139807757454
105,0.9895787,1.0150497978689454
106,0.82474095,0.7220697357869216
107,1.0336508,1.0014679406863352
108,0.89607775,0.8722947775531514
109,0.87120956,0.8559480423012239
110,1.3173553,1.4050431255410434
111,0.65367573,0.6318473987881527
112,0.7017797,0.6890852254862964
113,1.390804,1.4011625949174404
114,1.3006474,1.403102860229242
115,0.89396846,0.9374391853968862
116,0.71600825,0.723971195792487
117,0.87220114,0.8249037973124002
118,1.2954144,1.2863959017243827
119,0.9354596,0.9858002982935381
120,0.71332055,0.6638617764328771
121,1.1217372,1.0905746251308182
122,1.5652579,1.58354753422678
123,0.8717909,0.8533044308138945
124,0.8701011,0.7531139807757454
125,1.1489905,1.1895281560326938
126,1.6055046,1.6301139017100155
127,0.9379993,0.9295326042512951
128,0.8066021,0.7878447298569919
129,1.3280976,1.3543051876374346
130,0.97186995,1.0031171662013663
131,1.025555,1.0344524509869601
132,1.1958666,1.0150497978689454
133,1.0564713,1.0344524509869601
134,1.0385147,1.061616165352181
135,1.1772629,1.2124717933447462
136,0.9377046,0.9859458181919232
137,0.65248597,0.6250564701968475
138,0.6398092,0.6343697422382957
139,1.040756,1.117883859394424
140,1.3119633,1.3001232788053783
141,0.82023704,0.7974490431504093
142,0.72783095,0.7492334501521423
143,1.3229328,1.3057985548423976
144,0.6650017,0.7084878786043112
145,1.0818546,1.124674787985729
146,0.8676,0.8753506954192387
147,0.8676,0.8945593220060735
148,0.8375126,0.795799817635378
149,0.7439726,0.7550542460875469
150,1.3010342,1.2747543098535739
151,0.8530982,0.900574144472658
152,1.2564275,1.2087852892523234
153,0.81943315,0.7996803482589809
154,1.0993171,1.0228108591161513
155,1.0875962,1.0865485746088301
156,1.0361423,1.0363927162987618
157,0.7944046,0.7772217772748788
158,0.72030103,0.7392410837963647
159,1.5711541,1.59683835161262
160,0.8327986,0.8771454408326551
161,0.7702471,0.8169972161668092
162,1.2606485,1.2766945751653753
163,1.1504709,1.1719202483280953
164,0.7923972,0.8171427360651943
165,1.1456931,1.0923693705442346
166,0.8544788,0.8596830530264418
167,0.987558,0.7938595523235765
168,0.6560549,0.6444591233148623
169,1.3418013,1.3701183499286167
170,0.82048327,0.8517764718808508
171,1.1413951,1.1450475737596448
172,0.9354477,0.9469949920575085
173,1.5772835,1.5699656770441694
174,0.7307142,0.7172190725074179
175,1.1934651,1.2478816352851232
176,1.1461253,1.0441537775459677
177,1.1543138,1.2672842884031381
178,0.80308,0.7528229409789752
179,1.379694,1.3737078407554495
180,1.4187027,1.4086326163678762
181,1.0751148,1.1450475737596448
182,1.1929151,1.2506465133544404
183,0.7962646,0.8199076141345114
184,0.75915927,0.892813083225452
185,0.8980029,0.8965480939506699
186,0.8676,0.8598285729248268
187,1.1562884,1.2013152678018877
188,0.8646613,0.9102754710316654
189,1.19302,1.162509961565858
190,0.72927725,0.6946149816249306
191,1.0046709,1.0128184927603738
192,0.82030517,0.8035608788825839
193,0.56380236,0.5377445311657808
194,1.2319485,1.2187776556081011
195,1.3576202,1.4128041867882493
196,0.9816725,0.9887106962612403
197,0.82511556,0.8093816748179884
198,1.1874131,1.206845023940522
199,1.69072,1.6822100253318852
200,1.1466401,1.1043020022118135
201,0.7936666,0.8210232666887972
202,0.93893474,0.9122157363434669
203,0.9949949,1.009229001933541
204,0.9141582,0.9646028997621069
205,1.0877426,1.117883859394424
206,0.8185348,0.8305790733494196
207,0.63800186,0.6425188580030607
208,0.8521099,0.8305790733494198
209,1.4456265,1.4454976572921043
210,0.8377479,0.8346051238714076
211,1.4541439,1.4416171266685012
212,0.76244646,0.7578191241568643
213,0.7395506,0.7375918582813334
214,1.1953208,1.2205724010215175
215,0.92522293,0.9546105334063293
216,1.0993171,0.9992366355777634
217,0.8506973,0.8869922872900476
218,0.88666457,0.8902260628097167
